mode,beta,alpha,seed,trace_sigma_T,trace_sigma_0,kl_T,gini_T,entropy_T,drop_pct
fresh_oracle,0.0,0.0,1,28.70922447940167,31.207197814918434,0.25251657152500473,0.8123688888888894,4.263193102612684,8.004478166644692
fresh_oracle,0.0,0.0,2,28.861469237156527,29.625598957513727,0.40517757938469373,0.8113488888888896,4.305533298888124,2.57928868021553
fresh_oracle,0.0,0.3,0,29.93147048409947,30.037178094609775,0.1717739403040992,0.6051641577060942,5.062248994346572,0.3519225746751231
fresh_oracle,0.0,0.3,1,31.417217454991228,31.173002733183566,0.1883488064286638,0.6095791915175626,5.044626569180206,-0.7834173816938517
fresh_oracle,0.0,0.3,2,29.51827842570359,29.667318489508027,0.21359129570357938,0.6748443263981123,4.87627733850398,0.5023711996658742
fresh_oracle,0.0,0.7,0,30.00232594977734,30.03196377831053,0.21594865738520064,0.6089769983479488,5.025663439681134,0.09868761414327798
fresh_oracle,0.0,0.7,1,31.794014383135945,31.19288209493141,0.17679442286358737,0.5323011077542816,5.207756701978602,-1.9271457070721087
fresh_oracle,0.0,0.7,2,28.733047689798667,29.619756582457924,0.21929284575493524,0.5933054499366299,5.067588648816217,2.9936400395147222
fresh_oracle,0.0,0.9,0,30.00626887901585,30.03413953757628,0.4412990013201413,0.5766359073984146,5.0873044696133825,0.09279659410772467
fresh_oracle,0.0,0.9,1,29.607101722377934,31.19288209493141,0.3256584149174724,0.5653805250913939,5.147098100652493,5.083789204624834
fresh_oracle,0.0,0.9,2,28.867827276432884,29.74027125803283,0.5029615000343872,0.5760592138846365,5.107460396078022,2.9335441295421982
fresh_oracle,0.005,0.0,0,10.021604338158317,29.48824335129444,2.9070195399744234,0.8049066666666672,4.287667609454797,66.01491577924597
fresh_oracle,0.005,0.0,1,8.370551435402412,31.059682589580568,2.787983518871228,0.8359688888888894,4.171938962512817,73.05010631946884
fresh_oracle,0.005,0.0,2,9.120761624291108,29.386737406006404,3.031782608382037,0.8396177777777782,4.169503118746603,68.96300021918424
fresh_oracle,0.005,0.3,0,2.034909173144013,29.20199136634662,7.968101396926493,0.6242100617828782,5.016244621050246,93.03160819542904
fresh_oracle,0.005,0.3,1,2.811517378283354,29.93471710196328,8.181027718351158,0.6479080237980388,4.951467894055453,90.60783715207063
fresh_oracle,0.005,0.3,2,2.319850217507138,28.730950142461335,8.189456639083165,0.6641773231031556,4.90647982220551,91.92560564128841
fresh_oracle,0.005,0.7,0,1.0565042072395632,28.46706225621183,16.668706171766395,0.6176176100628945,5.0129176994740146,96.28867848135954
fresh_oracle,0.005,0.7,1,0.8168319182308464,28.51525019830236,16.676859656728563,0.606666666666668,5.02292091934509,97.1354558962296
fresh_oracle,0.005,0.7,2,0.6912959158885722,27.78435841531251,17.43271532272385,0.640467348743212,4.94318664678881,97.51192413531642
fresh_oracle,0.005,0.9,0,1.4162506445443428,28.240592436283208,18.112314483169627,0.5614016736401688,5.146753112595178,94.98505334921813
fresh_oracle,0.005,0.9,1,1.2711946854205531,27.770326829169523,18.670205956616996,0.5686307638155595,5.122034193776174,95.42247128296196
fresh_oracle,0.005,0.9,2,1.3782017481189393,27.330616661606832,18.52750210511843,0.5790075290896661,5.107778479270893,94.95729728610553
fresh_oracle,0.02,0.0,0,2.4712239235455886,28.530324551212548,9.766461172198799,0.8254488888888895,4.198257448769354,91.33825512882025
fresh_oracle,0.02,0.0,1,1.8159249066539611,30.785752231700844,10.168068378142221,0.8567244444444451,4.064487998884088,94.10141128601673
fresh_oracle,0.02,0.0,2,2.070629349835177,28.58720428172291,10.345636201151104,0.8508133333333339,4.1128541234480664,92.75679660931718
fresh_oracle,0.02,0.3,0,7.950745281469751,26.728615267004244,14.213272215284821,0.6318958242397802,4.995673245810605,70.25380775604664
fresh_oracle,0.02,0.3,1,5.645372069601343,26.647728141185755,14.320562768059107,0.6340851405622507,4.986385161857431,78.81480912860238
